Station Name,Entries and exits - Full price tickets, Entries and exits - Reduced price tickets,Entries and exits - Season tickets,1920 Entries and exits,NLC,TLC,Region
Lanark,"84,520","141,046","54,298","279,864",9710,LNK,Scotland
Lancaster,"366,262","1,570,972","255,832","2,193,066",2685,LAN,North West
Lancing,"244,402","462,986","289,480","996,868",5275,LAC,South East
Landywood,"34,972","55,338","21,500","111,810",1017,LAW,West Midlands
Langbank,"15,758","33,830","24,350","73,938",9652,LGB,Scotland
Langho,"11,768","25,692","8,246","45,706",2735,LHO,North West
Langley Green,"45,452","56,922","121,048","223,422",4607,LGG,West Midlands
Langley Mill,"52,730","23,694","15,720","92,144",1761,LGM,East Midlands
Langside,"59,988","133,628","95,618","289,234",9818,LGS,Scotland
Langwathby,"5,084","15,846","1,072","22,002",2058,LGW,North West
Lapford,132,"1,002",944,"2,078",5824,LAP,South West
Lapworth,"11,858","8,506","64,352","84,716",4595,LPW,West Midlands
Larbert,"252,906","397,096","239,870","889,872",9876,LBT,Scotland
Largs,"96,736","282,986","45,808","425,530",9521,LAR,Scotland
Larkhall,"84,996","159,902","109,246","354,144",9728,LRH,Scotland
Laurencekirk,"35,326","33,316","19,924","88,566",8931,LAU,Scotland
Lawrence Hill,"111,356","38,156","40,606","190,118",3225,LWH,South West
Lea Green,"150,610","192,372","122,172","465,154",2339,LEG,North West
Lea Hall,"103,072","137,384","411,880","652,336",1133,LEH,West Midlands
Leagrave,"298,330","831,774","682,368","1,812,472",1534,LEA,East
Lealholm,294,"3,438","11,436","15,168",7925,LHM,Yorkshire And The Humber
Leamington Spa,"952,724","1,287,406","583,152","2,823,282",4597,LMS,West Midlands
Leasowe,"210,958","262,780","229,450","703,188",2237,LSW,North West
Leatherhead,"666,432","498,894","786,294","1,951,620",5368,LHD,South East
Ledbury,"57,682","110,230","50,946","218,858",4784,LED,West Midlands
Leeds,"8,829,196","13,816,184","8,375,364","31,020,744",8487,LDS,Yorkshire And The Humber
Leicester,"1,247,262","3,108,840","966,626","5,322,728",1947,LEI,East Midlands
Leigh (Kent),"8,492","12,836","24,716","46,044",5294,LIH,South East
Leigh-On-Sea,"922,516","590,908","801,736","2,315,160",7446,LES,East
Leighton Buzzard,"292,490","616,518","844,378","1,753,386",1373,LBZ,East
Lelant,,"21,608",,"21,608",3539,LEL,South West
Lelant Saltings,,"84,522",,"84,522",3498,LTS,South West
Lenham,"28,484","36,064","55,718","120,266",5111,LEN,South East
Lenzie,"197,714","433,360","285,742","916,816",9955,LNZ,Scotland
Leominster,"95,974","80,756","67,040","243,770",3620,LEO,West Midlands
Levenshulme,"182,902","202,974","155,766","541,642",2862,LVM,North West
Lewes,"487,510","1,304,730","814,680","2,606,920",5329,LWS,South East
Lewisham,"2,271,344","3,036,828","4,697,114","10,005,286",5051,LEW,London
Leyland,"107,092","227,172","66,276","400,540",2710,LEY,North West
Leyton Midland Road,"295,484","403,700","315,144","1,014,328",7402,LEM,London
Leytonstone High Road,"204,598","293,972","211,410","709,980",7403,LER,London
Lichfield City,"265,692","315,840","246,202","827,734",1177,LIC,West Midlands
Lichfield Trent Valley,"129,138","464,784","510,314","1,104,236",1291,LTV,West Midlands
Lidlington,"2,136","10,872","6,620","19,628",1579,LID,East
Limehouse,"1,445,622","870,180","1,211,752","3,527,554",7491,LHS,London
Lingfield,"90,928","161,540","255,384","507,852",5369,LFD,South East
Lingwood,"13,284","19,206","11,046","43,536",7305,LGD,East
Linlithgow,"327,330","541,084","262,960","1,131,374",9438,LIN,Scotland
Liphook,"109,734","155,418","368,646","633,798",5634,LIP,South East
Liskeard,"21,166","240,436","97,216","358,818",3573,LSK,South West
Liss,"54,918","89,934","183,766","328,618",5635,LIS,South East
Little Kimble,"2,966","1,728","2,372","7,066",3066,LTK,South East
Little Sutton,"61,892","45,806","14,878","122,576",2156,LTT,North West
Littleborough,"86,266","180,846","215,954","483,066",2661,LTL,North West
Littlehampton,"153,680","441,222","367,712","962,614",5260,LIT,South East
Littlehaven,"76,090","88,530","117,404","282,024",5498,LVN,South East
Littleport,"48,838","73,500","116,150","238,488",7072,LTP,East
Liverpool Central,"3,873,160","8,473,356","4,108,424","16,454,940",2242,LVC,North West
Liverpool James Street,"815,402","1,783,864","864,932","3,464,198",2244,LVJ,North West
Liverpool Lime Street,"3,771,234","8,250,374","4,000,306","16,021,914",2246,LIV,North West
Liverpool South Parkway,"369,408","1,580,304","713,702","2,663,414",9709,LPY,North West
Livingston North,"372,934","503,644","302,552","1,179,130",9371,LSN,Scotland
Livingston South,"108,626","130,382","87,752","326,760",9372,LVG,Scotland
Llanaber,"1,666",628,486,"2,780",4327,LLA,Wales - Cymru
Llanbedr,"8,730","2,720",266,"11,716",4356,LBR,Wales - Cymru
Llanbister Road,728,406,,"1,134",4226,LLT,Wales - Cymru
Llanbradach,"46,410","3,636","42,452","92,498",4018,LNB,Wales - Cymru
Llandaf,"320,642","19,438","140,540","480,620",3844,LLN,Wales - Cymru
Llandanwg,"2,762","1,122",,"3,884",4460,LDN,Wales - Cymru
Llandecwyn,784,222,144,"1,150",4334,LLC,Wales - Cymru
Llandeilo,"10,822","8,368",134,"19,324",4248,LLL,Wales - Cymru
Llandovery,"9,582","6,106",,"15,688",4059,LLV,Wales - Cymru
Llandrindod,"15,746","19,612",500,"35,858",4227,LLO,Wales - Cymru
Llandudno,"120,036","139,438","19,530","279,004",2484,LLD,Wales - Cymru
Llandudno Junction,"115,802","166,494","19,122","301,418",2485,LLJ,Wales - Cymru
Llandybie,"5,450","3,502",,"8,952",4247,LLI,Wales - Cymru
Llanelli,"175,706","90,254","103,930","369,890",4133,LLE,Wales - Cymru
Llanfairfechan,"8,190","6,750",852,"15,792",2488,LLF,Wales - Cymru
Llanfairpwll,"10,388","9,114","1,388","20,890",2467,LPG,Wales - Cymru
Llangadog,"3,846","1,830",,"5,676",4060,LLG,Wales - Cymru
Llangammarch,"1,144",588,,"1,732",4162,LLM,Wales - Cymru
Llangennech,"2,056",942,720,"3,718",4138,LLH,Wales - Cymru
Llangynllo,444,356,,800,4207,LGO,Wales - Cymru
Llanharan,"76,506","28,114","50,896","155,516",9925,LLR,Wales - Cymru
Llanhilleth,"52,260","4,280","18,686","75,226",9916,LTH,Wales - Cymru
Llanishen,"161,898","13,624","83,562","259,084",3847,LLS,Wales - Cymru
Llanrwst,"5,474","5,054",10,"10,538",2457,LWR,Wales - Cymru
Llansamlet,"20,180","3,920","5,556","29,656",4223,LAS,Wales - Cymru
Llantwit Major,"159,036","61,828","56,624","277,488",9699,LWM,Wales - Cymru
Llanwrda,756,716,,"1,472",4061,LNR,Wales - Cymru
Llanwrtyd,"3,176","2,676",316,"6,168",4163,LNW,Wales - Cymru
Llwyngwril,"15,530","6,046","9,726","31,302",4421,LLW,Wales - Cymru
Llwynypia,"33,910","1,264","13,620","48,794",3852,LLY,Wales - Cymru
Loch Awe,"3,940","1,488",84,"5,512",8712,LHA,Scotland
Loch Eil Outward Bound,416,332,,748,8846,LHE,Scotland
Lochailort,"1,022",564,,"1,586",8829,LCL,Scotland
Locheilside,332,176,,508,8830,LCS,Scotland
Lochgelly,"19,064","26,448","9,794","55,306",9156,LCG,Scotland
Lochluichart,132,66,,198,8660,LCC,Scotland
Lochwinnoch,"35,930","57,028","92,668","185,626",9655,LHW,Scotland
Lockerbie,"31,010","214,152","6,504","251,666",9614,LOC,Scotland
Lockwood,"13,540","10,250","14,196","37,986",8443,LCK,Yorkshire And The Humber
London Bridge,"15,883,536","21,498,600","25,713,164","63,095,300",5148,LBG,London
London Fields,"452,658","586,822","292,832","1,332,312",6966,LOF,London
Long Buckby,"67,246","187,984","132,152","387,382",1067,LBK,East Midlands
Long Eaton,"394,296","134,928","119,876","649,100",1829,LGE,East Midlands
Long Preston,"5,844","7,780",,"13,624",2657,LPR,Yorkshire And The Humber
Longbeck,"13,530","30,170","5,894","49,594",7978,LGK,North East
Longbridge,"249,700","315,884","463,092","1,028,676",1110,LOB,West Midlands
Longcross,"15,294","1,940","5,714","22,948",5674,LNG,South East
Longfield,"109,828","181,312","294,490","585,630",5114,LGF,South East
Longniddry,"68,260","68,688","37,790","174,738",9354,LND,Scotland
Longport,"30,566","12,770","8,420","51,756",1305,LPT,West Midlands
Longton,"41,754","18,670","13,416","73,840",1306,LGN,West Midlands
Looe,"2,634","106,716","9,292","118,642",3574,LOO,South West
Lostock Gralam,"18,690","16,380","18,938","54,008",2307,LTG,North West
Lostock Hall,"11,368","20,800","6,434","38,602",2689,LOH,North West
Lostwithiel,"6,340","47,526","13,840","67,706",3517,LOS,South West
Loughborough,"334,920","764,304","232,062","1,331,286",1897,LBO,East Midlands
Loughborough Junction,"338,186","383,118","367,702","1,089,006",5082,LGJ,London
Lowdham,"49,908","9,850","10,684","70,442",6202,LOW,East Midlands
Lower Sydenham,"209,636","237,498","257,412","704,546",5053,LSY,London
Lowestoft,"97,648","267,920","40,872","406,440",7268,LWT,East
Ludlow,"120,940","104,294","40,856","266,090",3635,LUD,West Midlands
Luton,"666,358","2,001,302","1,014,724","3,682,384",1536,LUT,East
Luton Airport Parkway,"2,141,032","1,589,702","470,334","4,201,068",3645,LTN,East
Luxulyan,10,"1,460",,"1,470",3518,LUX,South West
Lydney,"135,920","49,668","7,660","193,248",4826,LYD,South West
Lymington Pier,"18,616","70,320","25,920","114,856",5892,LYP,South East
Lymington Town,"62,154","150,550","39,566","252,270",5887,LYT,South East
Lympstone Commando,"5,586","62,938","1,322","69,846",5762,LYC,South West
Lympstone Village,"14,150","70,018","13,342","97,510",5761,LYM,South West
Lytham,"20,032","85,584","5,528","111,144",2670,LTM,North West
Macclesfield,"344,144","1,099,428","232,150","1,675,722",2871,MAC,North West
Machynlleth,"66,614","52,884","1,570","121,068",4422,MCN,Wales - Cymru
Maesteg,"113,878","12,138","52,328","178,344",3963,MST,Wales - Cymru
Maesteg (Ewenny Road),"5,700",816,352,"6,868",3962,MEW,Wales - Cymru
Maghull,"213,990","1,041,018","534,928","1,789,936",2155,MAG,North West
Maiden Newton,"5,902","13,348",992,"20,242",5853,MDN,South West
Maidenhead,"1,106,926","1,652,394","1,915,650","4,674,970",3147,MAI,South East
Maidstone Barracks,"66,226","104,456","119,806","290,488",5237,MDB,South East
Maidstone East,"332,384","524,262","601,304","1,457,950",5115,MDE,South East
Maidstone West,"206,344","325,462","373,290","905,096",5222,MDW,South East
Malden Manor,"137,920","126,108","166,910","430,938",5599,MAL,London
Mallaig,"25,280","71,134",,"96,414",8831,MLG,Scotland
Malton,"100,380","167,236","81,250","348,866",8164,MLT,Yorkshire And The Humber
Malvern Link,"144,008","127,628","88,598","360,234",4884,MVL,West Midlands
Manchester Airport,"1,355,804","3,954,112","437,126","5,747,042",2961,MIA,North West
Manchester Oxford Road,"1,452,344","3,449,766","1,464,186","6,366,296",2966,MCO,North West
Manchester Piccadilly,"7,345,498","17,447,820","7,405,386","32,198,704",2968,MAN,North West
Manchester Victoria,"2,183,392","5,186,230","2,201,194","9,570,816",2970,MCV,North West
Manea,"7,852","4,156","6,826","18,834",7165,MNE,East
Manningtree,"207,252","391,754","469,810","1,068,816",6856,MNG,East
Manor Park,"571,098","968,558","827,822","2,367,478",6883,MNP,London
Manor Road,"89,150","184,634","94,634","368,418",2253,MNR,North West
Manorbier,"6,172","2,560",,"8,732",4094,MRB,Wales - Cymru
Manors,"7,350","9,082",914,"17,346",7603,MAS,North East
Mansfield Woodhouse,"81,152","57,924","52,856","191,932",1728,MSW,East Midlands
March,"119,060","158,056","108,840","385,956",7166,MCH,East
Margate,"141,612","752,794","245,560","1,139,966",5018,MAR,South East
Market Harborough,"157,308","429,586","311,164","898,058",1909,MHR,East Midlands
Market Rasen,"20,110","41,352","7,546","69,008",6318,MKR,East Midlands
Markinch,"94,056","164,282","22,648","280,986",9160,MNC,Scotland
Marks Tey,"99,438","127,158","380,318","606,914",6863,MKT,East
Marlow,"78,716","126,212","107,936","312,864",3021,MLW,South East
Marple,"159,040","147,494","191,934","498,468",2830,MPL,North West
Marske,"14,300","37,218","13,032","64,550",7928,MSK,North East
Marston Green,"162,564","256,342","427,656","846,562",1034,MGN,West Midlands
Martin Mill,"8,498","26,048","36,102","70,648",5040,MTM,South East
Martins Heron,"159,622","184,270","166,696","510,588",5692,MAO,South East
Marton,"7,140","17,444","1,224","25,808",7947,MTO,North East
Maryhill,"16,432","41,516","19,096","77,044",9957,MYH,Scotland
Maryland,"363,784","626,590","340,604","1,330,978",6970,MYL,London
Maryport,"37,560","58,036","18,994","114,590",1988,MRY,North West
Matlock,"59,714","144,288","19,248","223,250",1581,MAT,East Midlands
Matlock Bath,"14,196","51,894","2,144","68,234",1582,MTB,East Midlands
Mauldeth Road,"120,624","111,696","73,442","305,762",2867,MAU,North West
Maxwell Park,"33,418","84,906","41,026","159,350",9802,MAX,Scotland
Maybole,"31,510","55,248","8,216","94,974",9529,MAY,Scotland
Maze Hill,"433,520","485,268","435,354","1,354,142",5149,MZH,London
Meadowhall,"541,184","900,114","354,750","1,796,048",6663,MHS,Yorkshire And The Humber
Meldreth,"89,192","95,136","121,560","305,888",7036,MEL,East
Melksham,"30,490","31,870","12,932","75,292",3346,MKM,South West
Melton Mowbray,"95,700","137,468","44,316","277,484",1851,MMO,East Midlands
Menheniot,452,806,"1,224","2,482",3576,MEN,South West
Menston,"222,630","165,164","271,298","659,092",8574,MNN,Yorkshire And The Humber
Meols,"143,844","217,546","83,864","445,254",2254,MEO,North West
Meols Cop,"38,396","31,738","25,418","95,552",2357,MEC,North West
Meopham,"73,342","92,580","161,178","327,100",5116,MEP,South East
Merryton,"21,288","48,474","58,090","127,852",9705,MEY,Scotland
Merstham,"191,304","238,860","390,152","820,316",5475,MHM,South East
Merthyr Tydfil,"266,750","25,376","166,696","458,822",3855,MER,Wales - Cymru
Merthyr Vale,"28,368","1,262","14,588","44,218",3857,MEV,Wales - Cymru
Metheringham,"58,192","12,544","24,962","95,698",6297,MGM,East Midlands
MetroCentre,"55,998","232,858","10,084","298,940",7725,MCE,North East
Mexborough,"67,904","77,254","66,466","211,624",6707,MEX,Yorkshire And The Humber
Micheldever,"23,668","34,570","85,562","143,800",5908,MIC,South East
Micklefield,"57,986","39,860","68,962","166,808",8477,MIK,Yorkshire And The Humber
Middlesbrough,"298,304","850,528","163,570","1,312,402",7929,MBR,North East
Middlewood,"5,858","12,980","12,038","30,876",2971,MDL,North West
Midgham,"7,908","20,404","8,458","36,770",3159,MDG,South East
Milford (Surrey),"75,152","57,890","134,308","267,350",5644,MLF,South East
Milford Haven,"29,770","22,244",,"52,014",4095,MFH,Wales - Cymru
Mill Hill Broadway,"680,376","714,150","639,836","2,034,362",1527,MIL,London
Millbrook (Bedfordshire),"2,156","5,322","4,772","12,250",1537,MLB,East
Milliken Park,"48,614","81,218","98,342","228,174",9658,MIN,Scotland
Millom,"53,474","103,426","59,902","216,802",1997,MLM,North West
Milngavie,"260,718","442,420","209,536","912,674",9985,MLN,Scotland
Milton Keynes Central,"1,042,946","3,975,058","1,917,900","6,935,904",1378,MKC,South East
Minffordd,"3,718","1,884","8,960","14,562",4469,MFF,Wales - Cymru
Minster,"17,946","28,884","25,976","72,806",5019,MSR,South East
Mirfield,"136,300","179,032","132,096","447,428",8518,MIR,Yorkshire And The Humber
Mistley,"12,234","19,130","40,420","71,784",6906,MIS,East
Mitcham Eastfields,"349,984","375,672","680,874","1,406,530",5069,MTC,London
Mitcham Junction,"136,836","143,308","192,866","473,010",5427,MIJ,London
Mobberley,"5,976","7,990","7,530","21,496",2849,MOB,North West
Monifieth,"13,042","6,516","2,152","21,710",9060,MON,Scotland
Monks Risborough,"7,616","5,722","10,844","24,182",3067,MRS,South East
Montpelier,"73,194","32,790","23,572","129,556",3203,MTP,South West
Montrose,"120,930","165,898","46,980","333,808",9080,MTS,Scotland
Moorfields,"1,732,730","3,790,712","1,837,978","7,361,420",2226,MRF,North West
Moorgate,"2,778,948","2,853,094","4,361,528","9,993,570",6005,MOG,London
Moorside,"11,338","10,600","13,184","35,122",2799,MSD,North West
Moorthorpe,"82,428","73,726","85,046","241,200",8539,MRP,Yorkshire And The Humber
Morar,"1,902","2,172",,"4,074",8833,MRR,Scotland
Morchard Road,"1,566","8,318","4,758","14,642",5825,MRD,South West
Morden South,"26,256","27,908","33,006","87,170",5291,MDS,London
Morecambe,"43,114","134,672","30,190","207,976",2695,MCM,North West
Moreton (Dorset),"12,656","38,912","3,260","54,828",5957,MTN,South West
Moreton (Merseyside),"161,232","257,044","196,498","614,774",2151,MRT,North West
Moreton-In-Marsh,"62,144","199,194","31,206","292,544",4814,MIM,South West
Morfa Mawddach,"7,024","3,038",960,"11,022",4470,MFA,Wales - Cymru
Morley,"166,522","112,396","110,486","389,404",8504,MLY,Yorkshire And The Humber
Morpeth,"130,726","305,556","70,292","506,574",7680,MPT,North East
Mortimer,"33,432","78,134","66,394","177,960",5501,MOR,South East
Mortlake,"622,266","683,108","566,474","1,871,848",5600,MTL,London
Moses Gate,"15,350","12,426","5,860","33,636",2606,MSS,North West
Moss Side,"1,108","2,128",456,"3,692",2675,MOS,North West
Mossley Hill,"62,982","46,656","47,434","157,072",2171,MSH,North West
Mosspark,"27,392","83,372","58,894","169,658",9632,MPK,Scotland
Moston,"32,962","31,696","23,954","88,612",2973,MSO,North West
Motherwell,"426,488","542,994","373,942","1,343,424",9691,MTH,Scotland
Motspur Park,"313,824","347,918","399,368","1,061,110",5645,MOT,London
Mottingham,"375,014","407,906","539,760","1,322,680",5118,MTG,London
Mouldsworth,"11,808","15,234","2,748","29,790",2158,MLD,North West
Moulsecoomb,"122,878","202,144","103,864","428,886",5312,MCB,South East
Mount Florida,"274,348","706,632","321,838","1,302,818",9819,MFL,Scotland
Mountain Ash,"72,760","4,298","18,374","95,432",3859,MTA,Wales - Cymru
Muir Of Ord,"48,112","17,730","5,008","70,850",8665,MOO,Scotland
Muirend,"102,514","163,150","124,586","390,250",9608,MUI,Scotland
Musselburgh,"228,348","146,572","85,998","460,918",9304,MUB,Scotland
Mytholmroyd,"86,662","63,220","52,168","202,050",8526,MYT,Yorkshire And The Humber
Nafferton,"8,440","19,636","8,646","36,722",8107,NFN,Yorkshire And The Humber
Nairn,"37,716","85,792","11,010","134,518",8666,NRN,Scotland
Nantwich,"122,128","60,706","41,414","224,248",1247,NAN,North West
Narberth,"11,526","4,406",10,"15,942",4098,NAR,Wales - Cymru
Narborough,"111,712","70,462","201,322","383,496",1881,NBR,East Midlands
Navigation Road,"41,054","33,422","31,232","105,708",2940,NVR,North West
Neath,"467,730","193,572","146,872","808,174",4216,NTH,Wales - Cymru
Needham Market,"38,704","34,890","27,160","100,754",7354,NMT,East
Neilston,"55,356","111,786","236,282","403,424",9773,NEI,Scotland
Nelson,"38,556","63,862","18,838","121,256",2565,NEL,North West
Neston,"33,274","7,370","1,910","42,554",2139,NES,North West
Netherfield,"3,686","1,422","3,184","8,292",6241,NET,East Midlands
Nethertown,184,546,,730,2047,NRT,North West
Netley,"26,206","35,870","26,032","88,108",5911,NTL,South East
New Barnet,"509,720","473,076","409,848","1,392,644",6018,NBA,London
New Beckenham,"257,186","255,224","227,092","739,502",5058,NBC,London
New Brighton,"300,164","701,570","386,418","1,388,152",2152,NBN,North West
New Clee,518,"1,060",,"1,578",6289,NCE,Yorkshire And The Humber
New Cross,"980,770","1,497,940","2,398,220","4,876,930",5150,NWX,London
New Cross Gate,"1,225,918","2,673,488","1,543,846","5,443,252",5345,NXG,London
New Cumnock,"7,570","13,732","4,264","25,566",9533,NCK,Scotland
New Eltham,"736,422","745,148","1,012,434","2,494,004",5119,NEH,London
New Holland,"5,222","7,140",704,"13,066",6209,NHL,Yorkshire And The Humber
New Hythe,"58,410","41,700","85,294","185,404",5238,NHE,South East
New Lane,648,"1,298",,"1,946",2358,NLN,North West
New Malden,"877,564","1,174,966","950,444","3,002,974",5567,NEM,London
New Mills Central,"51,820","60,772","114,394","226,986",2974,NMC,East Midlands
New Mills Newtown,"43,336","49,164","128,158","220,658",2769,NMN,East Midlands
New Milton,"150,044","294,902","126,640","571,586",5881,NWM,South East
New Pudsey,"306,056","226,668","302,050","834,774",8506,NPD,Yorkshire And The Humber
New Southgate,"307,580","254,700","262,820","825,100",6019,NSG,London
Newark Castle,"191,150","455,148","113,600","759,898",6498,NCT,East Midlands
Newbridge,"80,966","5,114","42,208","128,288",9919,NBE,Wales - Cymru
Newbury,"383,670","849,946","586,114","1,819,730",3074,NBY,South East
Newbury Racecourse,"21,064","66,014","18,320","105,398",3071,NRC,South East
Newcastle,"1,317,574","6,769,712","727,810","8,815,096",7728,NCL,North East
Newcraighall,"111,064","122,200","32,330","265,594",8808,NEW,Scotland
Newhaven Harbour,"8,602","14,666","26,182","49,450",5330,NVH,South East
Newhaven Town,"94,132","153,248","95,226","342,606",5331,NVN,South East
Newington,"32,108","34,338","71,908","138,354",5175,NGT,South East
Newmarket,"100,762","127,654","107,236","335,652",7038,NMK,East
Newport (Essex),"44,034","51,446","100,504","195,984",7039,NWE,East
Newquay,,"97,136",,"97,136",3523,NQY,South West
Newstead,"23,832","9,512","10,856","44,200",1863,NSD,East Midlands
Newton Abbot,"150,698","837,364","215,038","1,203,100",3426,NTA,South West
Newton Aycliffe,"20,420","54,158","8,526","83,104",7834,NAY,North East
Newton For Hyde,"56,954","75,534","77,856","210,344",2789,NWN,North West
Newton-Le-Willows,"238,632","424,260","310,178","973,070",2257,NLW,North West
Newton-On-Ayr,"30,778","47,464","14,174","92,416",9571,NOA,Scotland
Newtonmore,"4,258","3,198",,"7,456",8668,NWR,Scotland
Ninian Park,"70,420","3,784","49,308","123,512",3895,NNP,Wales - Cymru
Nitshill,"34,092","58,506","46,686","139,284",9609,NIT,Scotland
Norbiton,"757,888","894,714","630,608","2,283,210",5568,NBT,London
Norbury,"699,296","1,023,300","1,566,542","3,289,138",5428,NRB,London
Normans Bay,"3,986","8,504","2,746","15,236",5460,NSB,South East
Normanton,"92,198","58,692","71,272","222,162",8528,NOR,Yorkshire And The Humber
North Berwick,"170,942","311,920","104,432","587,294",9358,NBW,Scotland
North Camp,"105,502","147,448","79,780","332,730",5636,NCM,South East
North Dulwich,"288,104","290,398","249,934","828,436",5429,NDL,London
North Llanrwst,"1,544","1,600",,"3,144",2455,NLR,Wales - Cymru
North Queensferry,"43,770","82,638","28,982","155,390",9189,NQU,Scotland
North Sheen,"154,130","153,126","153,488","460,744",5601,NSH,London
North Walsham,"67,860","116,214","42,042","226,116",7308,NWA,East
North Wembley,"252,622","465,426","211,102","929,150",1422,NWB,London
Northallerton,"112,016","523,744","76,690","712,450",7996,NTR,Yorkshire And The Humber
Northampton,"448,054","1,840,492","927,352","3,215,898",1069,NMP,East Midlands
Northfield,"176,720","260,944","543,738","981,402",1111,NFD,West Midlands
Northfleet,"47,376","46,544","67,214","161,134",5120,NFL,South East
Northolt Park,"91,136","79,488","64,896","235,520",1478,NLT,London
Northumberland Park,"154,046","354,006","210,718","718,770",6971,NUM,London
Northwich,"73,208","96,932","35,716","205,856",2326,NWI,North West
Norwich,"696,912","2,832,204","512,702","4,041,818",7309,NRW,East
Norwood Junction,"1,229,356","1,788,876","1,606,662","4,624,894",5376,NWD,London
Nottingham,"1,998,590","4,820,614","1,045,486","7,864,690",1826,NOT,East Midlands
Nuneaton,"484,464","609,780","248,462","1,342,706",1077,NUN,West Midlands
Nunhead,"389,790","425,844","442,472","1,258,106",5068,NHD,London
Nunthorpe,"12,520","29,190","2,866","44,576",7946,NNT,North East
Nutbourne,"17,018","22,780","49,054","88,852",5262,NUT,South East
Nutfield,"21,366","20,872","27,660","69,898",5476,NUF,South East
Oakengates,"17,412","33,724","17,726","68,862",4689,OKN,West Midlands
Oakham,"71,076","133,330","40,290","244,696",1904,OKM,East Midlands
Oakleigh Park,"363,964","288,396","312,686","965,046",6020,OKL,London
Oban,"63,862","102,584","2,728","169,174",8725,OBN,Scotland
Ockendon,"493,972","415,100","249,900","1,158,972",7451,OCK,East
Ockley,"14,104","11,798","12,044","37,946",5310,OLY,South East
Old Hill,"50,714","65,502","95,110","211,326",4641,OHL,West Midlands
Old Roan,"166,570","699,536","319,300","1,185,406",2258,ORN,North West
Old Street,"2,793,264","3,412,236","562,552","6,768,052",6003,OLD,London
Oldfield Park,"162,280","105,928","91,638","359,846",3219,OLF,South West
Olton,"138,940","197,074","228,342","564,356",4533,OLT,West Midlands
Ore,"62,968","66,970","147,236","277,174",5021,ORE,South East
Ormskirk,"392,210","1,314,232","702,854","2,409,296",2281,OMS,North West
Orpington,"1,397,932","2,048,640","1,789,242","5,235,814",5122,ORP,London
Orrell,"34,694","33,140","29,060","96,894",2259,ORR,North West
Orrell Park,"305,506","500,032","508,250","1,313,788",2247,OPK,North West
Otford,"110,792","147,702","147,720","406,214",5071,OTF,South East
Oulton Broad North,"29,956","59,232","17,250","106,438",7273,OUN,East
Oulton Broad South,"13,210","26,214","4,094","43,518",7274,OUS,East
Outwood,"162,928","73,668","134,416","371,012",8309,OUT,Yorkshire And The Humber
Overpool,"60,522","75,812","15,852","152,186",2157,OVE,North West
Overton,"34,158","52,864","110,520","197,542",5526,OVR,South East
Oxenholme Lake District,"36,062","604,420","17,434","657,916",2090,OXN,North West
Oxford,"1,078,674","5,678,670","1,945,024","8,702,368",3115,OXF,South East
Oxshott,"139,202","121,722","191,772","452,696",5602,OXS,South East
Oxted,"242,630","454,854","959,182","1,656,666",5377,OXT,South East
Paddock Wood,"222,572","364,136","598,116","1,184,824",5224,PDW,South East
Padgate,"69,476","41,648","42,342","153,466",2387,PDG,North West
Paignton,"48,754","499,610","84,118","632,482",3427,PGN,South West
Paisley Canal,"82,258","144,198","251,770","478,226",9657,PCN,Scotland
Paisley Gilmour Street,"906,636","1,528,072","1,469,068","3,903,776",9683,PYG,Scotland
Palmers Green,"622,378","640,930","519,646","1,782,954",6021,PAL,London
Pangbourne,"102,838","185,670","193,620","482,128",3036,PAN,South East
Pannal,"70,722","59,762","33,690","164,174",8479,PNL,Yorkshire And The Humber
Pantyffynnon,"2,098","1,264",80,"3,442",4250,PTF,Wales - Cymru
Par,"15,848","139,698","44,584","200,130",3524,PAR,South West
Parbold,"35,226","56,412","41,022","132,660",2402,PBL,North West
Park Street,"6,930","6,508","7,570","21,008",1561,PKT,East
Parson Street,"65,026","74,708","34,098","173,832",3246,PSN,South West
Partick,"566,362","1,528,538","840,204","2,935,104",9917,PTK,Scotland
Parton,"3,286","3,550","2,298","9,134",2032,PRN,North West
Patchway,"53,834","13,502","23,822","91,158",3213,PWY,South West
Patricroft,"45,922","38,054","33,386","117,362",2916,PAT,North West
Patterton,"110,042","165,646","258,526","534,214",9775,PTT,Scotland
Peartree,"2,976",136,780,"3,892",1687,PEA,East Midlands
Peckham Rye,"1,944,708","2,998,556","2,041,242","6,984,506",5423,PMR,London
Pegswood,774,104,952,"1,830",7685,PEG,North East
Pemberton,"21,220","23,268","24,500","68,988",2403,PEM,North West
Pembroke,"21,326","9,080",,"30,406",4101,PMB,Wales - Cymru
Pembroke Dock,"32,886","9,606",146,"42,638",4102,PMD,Wales - Cymru
Penally,"3,584","1,584",,"5,168",4129,PNA,Wales - Cymru
Penarth,"378,904","38,888","201,312","619,104",3863,PEN,Wales - Cymru
Pencoed,"125,552","36,610","57,174","219,336",3851,PCD,Wales - Cymru
Pengam,"191,330","21,866","209,932","423,128",4021,PGM,Wales - Cymru
Penge East,"462,806","612,950","552,014","1,627,770",5072,PNE,London
Penge West,"190,892","310,350","151,838","653,080",5378,PNW,London
Penhelig,"6,560","2,540",,"9,100",4335,PHG,Wales - Cymru
Penistone,"65,840","64,034","38,794","168,668",6634,PNS,Yorkshire And The Humber
